group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,51.0,transit,2,2,2.0,3.0,-1.0,3.0,1.0,1.0
Age,51.0,v3_public_transit,2,2,2.0,3.0,-1.0,3.0,1.0,1.0
Age,51.0,v3_rideshare,2,2,2.0,1.0,-1.0,-1.0,1.0,1.0
Age,51.0,v3_voice,2,2,2.0,1.0,-1.0,-1.0,1.0,1.0
Age,52.0,demos,1,1,6.0,10.0,6.0,10.0,0.0,0.0
Age,52.0,employment,1,1,6.0,10.0,6.0,10.0,0.0,0.0
Age,52.0,full,1,1,2.0,0.0,-2.0,0.0,1.0,1.0
Age,52.0,geo,1,1,2.0,4.0,-2.0,-4.0,1.0,1.0
Age,52.0,transit,1,1,2.0,4.0,-2.0,4.0,1.0,0.0
Age,52.0,v3_public_transit,1,1,2.0,0.0,-2.0,0.0,1.0,1.0
Age,52.0,v3_rideshare,1,1,2.0,4.0,-2.0,-4.0,1.0,1.0
Age,52.0,v3_voice,1,1,2.0,4.0,-2.0,-4.0,1.0,1.0
Age,53.0,demos,6,6,6.333333333333333,8.666666666666666,1.3333333333333333,5.0,0.0,0.16666666666666666
Age,53.0,employment,6,6,5.666666666666667,7.666666666666667,0.0,2.6666666666666665,0.16666666666666666,0.3333333333333333
Age,53.0,full,6,6,7.0,8.333333333333334,-0.6666666666666666,3.3333333333333335,0.0,0.16666666666666666
Age,53.0,geo,6,6,5.666666666666667,5.666666666666667,-2.6666666666666665,-2.0,0.3333333333333333,0.5
Age,53.0,transit,6,6,5.666666666666667,5.0,-2.6666666666666665,0.0,0.3333333333333333,0.5
